NUM_CONTA,COD_CLIENTE,COD_AGENCIA,COD_COLABORADOR,TIPO_CONTA,DATA_ABERTURA,SALDO_TOTAL,SALDO_DISPONIVEL,DATA_ULTIMO_LANCAMENTO
990,990,5,55,PF,2015-01-10 14:57:00.000,145.5184000000000000,124.89000000000000000,2015-01-12 16:23:56.137
191,191,2,9,PF,2016-07-27 10:47:00.000,5.4244999999999970,18.08000000000000000,2020-08-18 03:46:50.951
634,634,4,57,PF,2015-03-24 15:34:00.000,0.6911999999999796,88920.64000000000000000,2015-08-10 19:24:05.525
444,444,7,14,PF,2016-11-07 12:40:00.000,10255.0405000000030000,9775.88000000000300000,2016-12-03 09:38:53.129
192,192,7,14,PF,2017-12-20 14:10:00.000,4.4934999999999730,28.72999999999997200,2018-02-02 03:16:07.495
311,311,7,100,PF,2021-10-25 11:36:00.000,189.4255000000000600,129.21000000000006000,2021-11-26 04:17:01.803
502,502,2,90,PF,2012-04-23 15:18:00.000,179885.2968000000700000,166499.93000000005000000,2013-03-19 22:46:22.771
871,871,3,13,PF,2014-05-11 14:08:00.000,7034.0837000000000000,6565.08000000000000000,2015-07-20 02:39:30.485
170,170,7,100,PF,2021-10-07 11:51:00.000,340.4715999999998500,213.94999999999985000,2022-12-28 17:59:02.749
397,397,7,100,PF,2019-09-08 15:09:00.000,1255.7232506393280000,1102.73457607483760000,2019-10-29 14:56:18.066
574,574,6,28,PF,2016-03-02 15:10:00.000,1.8987999999999847,19.68999999999998400,2016-11-14 07:52:06.705
505,505,7,33,PF,2021-06-11 13:26:00.000,47.1869999999999700,35.49999999999996400,2022-03-25 14:55:35.908
415,415,4,1,PF,2014-09-10 15:52:00.000,19485.8592999999960000,25398.30999999999800000,2014-12-26 16:04:15.077
451,451,1,61,PF,2015-02-13 16:08:00.000,17.3375000000000100,14.28000000000001000,2015-04-25 04:47:56.867
225,225,4,57,PF,2016-12-13 12:40:00.000,36.5088000000000150,17.26000000000001600,2019-06-20 11:00:22.808
509,509,4,35,PF,2020-05-02 14:48:00.000,783.4100000000001000,684.06000000000010000,2021-12-08 21:07:17.719
902,902,7,71,PF,2018-09-07 12:55:00.000,13771.3752000000000000,13862.97000000000100000,2019-04-04 15:46:56.557
555,555,5,49,PF,2020-09-11 12:17:00.000,1819.4066000000005000,1545.18000000000030000,2021-01-17 03:53:44.702
367,367,8,52,PF,2019-01-18 13:36:00.000,44.4209999999999640,10.15999999999996100,2019-03-05 07:55:58.560
248,248,7,14,PF,2020-02-25 12:29:00.000,3.9220000000000033,42.61000000000000000,2020-04-19 00:03:49.036
92,92,7,7,PF,2022-03-05 12:36:00.000,7380.5040000000010000,6821.17000000000000000,2022-04-01 19:39:50.726
194,194,9,46,PF,2020-03-17 14:32:00.000,90766.2780000000000000,87549.09598116824000000,2020-10-07 04:27:49.833
472,472,7,7,PF,2018-08-05 12:06:00.000,206.5870000000000000,245.31000000000000000,2021-03-28 11:25:41.054
805,805,7,14,PF,2019-10-16 16:27:00.000,10.7675999999999960,109.42000000000000000,2019-11-04 15:50:37.168
116,116,4,45,PF,2014-03-08 10:27:00.000,133.0724000000000000,33.30999999999999000,2021-07-22 04:21:34.277
233,233,4,57,PF,2016-08-04 12:38:00.000,349.6855000000000000,351.83000000000004000,2016-09-12 22:38:27.949
848,848,6,88,PF,2019-06-03 13:44:00.000,300.0270000000000400,240.21000000000000000,2020-05-08 06:22:31.028
882,882,7,100,PF,2018-06-15 11:57:00.000,13183.3538000000000000,11786.02000000000000000,2022-12-04 23:03:02.557
939,939,2,70,PF,2022-10-06 15:32:00.000,85135.7580000000200000,78517.70000000001000000,2022-12-29 05:51:32.688
531,531,2,85,PF,2011-02-14 14:56:00.000,65.8615930188719400,13.31289067184293600,2011-03-14 21:35:48.322
3,3,7,100,PF,2017-01-04 11:09:00.000,165.0407354209654600,31.49367796351910400,2017-09-28 14:27:07.723
720,720,1,80,PF,2015-03-05 13:53:00.000,19081.0133421154130000,18228.49821357251000000,2015-04-18 19:24:24.648
522,522,7,42,PF,2022-12-07 13:23:00.000,144.2280000000000000,174.58000000000000000,2022-12-29 18:29:38.003
995,995,7,33,PF,2018-04-25 13:44:00.000,13383.6673911077500000,12732.83989629309500000,2022-11-23 20:39:45.115
912,912,7,100,PF,2021-08-25 14:07:00.000,23655.7594000000000000,24119.28000000000000000,2022-12-26 07:34:14.791
171,171,7,33,PF,2020-05-01 12:48:00.000,548.9130881670652000,464.15300077213060000,2020-05-26 01:04:32.318
806,806,5,55,PF,2014-10-26 14:37:00.000,70.8800000000000000,5.19999999999998900,2015-01-27 01:20:29.547
437,437,7,42,PF,2022-05-16 14:33:00.000,67.3187105803587000,47.09218869342445000,2022-12-01 17:18:46.515
963,963,5,43,PF,2016-01-19 11:46:00.000,26.1893000000000100,404.83000000000000000,2016-02-26 14:14:33.807
672,672,7,14,PF,2018-09-24 13:06:00.000,581.8077365937169000,528.69458241789580000,2019-01-03 08:50:06.682
622,622,7,100,PF,2022-03-06 15:19:00.000,1131.0889000000002000,403.59000000000015000,2022-04-08 07:58:22.968
186,186,5,2,PF,2014-05-13 12:12:00.000,2.1012000000000066,146.01999999999998000,2015-02-19 17:31:05.315
29,29,3,98,PF,2019-12-21 12:19:00.000,424.4134000000000000,365.57000000000000000,2022-01-14 17:42:52.502
151,151,7,100,PF,2016-07-27 13:55:00.000,6.6348000000000190,26911.84000000000000000,2017-01-07 18:03:07.201
933,933,8,41,PF,2021-02-13 15:12:00.000,322.8120000000000700,161.45000000000005000,2021-05-11 07:10:51.770
731,731,7,7,PF,2022-09-03 11:43:00.000,524.2848000000001000,579.34000000000010000,2022-12-19 13:02:07.094
471,471,7,14,PF,2021-12-18 16:45:00.000,9465.5715000000000000,8322.93000000000000000,2022-01-22 10:48:56.993
71,71,8,5,PF,2021-09-19 13:55:00.000,24975.4680554759140000,24456.38619354051000000,2022-07-11 03:42:20.688
371,371,7,100,PF,2016-10-07 12:55:00.000,45.6393922836037100,29.65080845265684700,2017-07-20 13:25:18.011
345,345,5,43,PF,2018-09-27 10:48:00.000,7.5399999999999640,26.29999999999996500,2020-03-11 05:20:43.923
442,442,7,71,PF,2022-10-26 14:55:00.000,304.6140000000001500,208.68000000000012000,2022-12-30 23:59:51.751
147,147,7,42,PF,2019-02-22 14:08:00.000,11.0621999999999810,156.40999999999997000,2019-05-02 11:58:11.013
43,43,6,28,PF,2016-03-27 14:33:00.000,368.7810000000000600,337.93000000000000000,2016-05-10 15:15:45.256
335,335,7,100,PF,2020-12-01 12:03:00.000,36.2294999999999940,187.54999999999998000,2021-01-05 10:39:23.012
199,199,7,71,PF,2019-02-28 10:25:00.000,24.2196900129504800,19068.06637144090600000,2020-06-12 05:19:16.513
513,513,7,33,PF,2017-08-06 13:41:00.000,176.7020000000000800,98.82000000000008000,2017-09-10 18:40:06.510
305,305,7,71,PF,2021-03-11 11:48:00.000,109.4020000000000300,99.73000000000005000,2022-11-23 17:58:53.991
88,88,7,71,PF,2018-09-13 11:19:00.000,186.2256251890758000,85.65697388323770000,2019-03-11 11:45:02.105
107,107,7,14,PF,2022-09-03 15:15:00.000,27052.8564387714070000,27569.94272038289600000,2022-12-30 22:10:11.983
962,962,7,14,PF,2018-09-16 11:34:00.000,946.6627000000000000,855.67000000000000000,2019-04-20 17:47:41.940
878,878,6,40,PF,2019-04-26 14:03:00.000,1.4430809638019300,293.58867379794570000,2020-06-05 01:06:04.026
813,813,2,81,PF,2014-12-25 14:00:00.000,21054.9390000000020000,19849.32000000000000000,2015-05-23 21:20:45.020
705,705,7,42,PF,2022-09-04 15:14:00.000,89349.9552000000100000,82345.74000000000000000,2022-12-29 01:38:26.196
565,565,4,57,PF,2019-07-19 14:25:00.000,1589.1200000000001000,1512.39000000000000000,2019-09-25 14:11:54.923
850,850,7,33,PF,2022-05-25 13:51:00.000,4.6959094734757140,1070.28870044250080000,2022-11-27 07:27:19.585
392,392,7,14,PF,2019-02-11 13:02:00.000,111.3121000000000400,15.67000000000003000,2019-05-25 11:19:24.167
252,252,7,71,PF,2022-05-02 11:08:00.000,474.0225000000001000,269.14000000000004000,2022-12-30 23:57:11.648
16,16,5,67,PF,2021-04-21 13:07:00.000,24376.0975000000000000,25615.78000000000000000,2022-02-16 07:24:18.849
323,323,7,14,PF,2022-01-16 16:38:00.000,5230.0235939675150000,4295.75211511870300000,2022-12-06 03:33:35.522
157,157,1,80,PF,2012-07-05 12:44:00.000,0.6125136434619464,18.05714226246476500,2012-10-21 20:17:58.079
81,81,7,71,PF,2020-01-03 15:31:00.000,123.0782218949015500,88.46579990357940000,2020-10-08 19:28:33.487
650,650,7,42,PF,2020-11-25 13:56:00.000,61.9230999999999800,30.82999999999997300,2021-12-24 13:29:55.077
519,519,5,55,PF,2018-12-17 16:33:00.000,69.1650000000000200,41.11000000000001400,2022-08-24 09:31:57.404
782,782,6,88,PF,2016-03-01 15:20:00.000,42.4375000000000000,39.30000000000000000,2016-09-20 21:01:16.847
324,324,5,43,PF,2017-01-03 11:30:00.000,34.1320000000000050,13.71000000000000400,2017-02-22 19:48:05.414
695,695,1,36,PF,2019-01-03 12:32:00.000,464.6000000000000000,303.38292249265600000,2021-05-20 19:23:16.106
402,402,3,13,PF,2013-02-19 12:25:00.000,132.7074999999999800,111.79999999999997000,2014-10-13 23:04:51.304
571,571,8,5,PF,2022-06-27 14:50:00.000,2475.5779999999995000,2343.62999999999970000,2022-12-05 01:32:43.961
361,361,7,100,PF,2016-04-19 15:11:00.000,43014.0553274465300000,40935.37697852050000000,2016-10-04 09:41:56.764
117,117,4,57,PF,2014-10-12 15:55:00.000,97.2124999999999900,64.68868496859640000,2014-10-25 12:06:34.254
333,333,3,13,PF,2014-05-18 12:22:00.000,65395.9683999999800000,66685.32999999999000000,2018-11-14 20:12:31.030
527,527,7,33,PF,2018-12-25 14:09:00.000,140.2232000000000500,109.56000000000006000,2019-07-05 19:05:09.443
400,400,5,2,PF,2016-06-14 13:40:00.000,234.1190000000000300,187.15000000000000000,2021-10-17 15:46:08.089
369,369,1,72,PF,2021-08-05 11:10:00.000,1153.1372000000003000,642.32000000000030000,2021-10-22 02:39:34.222
108,108,3,31,PF,2020-02-27 11:22:00.000,60.9227999999999950,116.41000000000000000,2020-04-08 15:31:44.969
35,35,7,100,PF,2018-09-05 15:28:00.000,63.0643999999999800,44.25999999999998000,2018-10-28 06:01:02.390
800,800,1,92,PF,2021-10-06 15:28:00.000,845.9758000000000000,786.12000000000010000,2022-07-23 05:53:49.087
812,812,4,35,PF,2021-11-17 15:55:00.000,2869.8041999999996000,2655.66999999999960000,2022-02-24 08:43:36.018
928,928,7,42,PF,2020-10-17 16:27:00.000,358.6005589584383400,321.46133849398010000,2022-07-21 10:47:47.385
2,2,7,100,PF,2021-01-25 13:23:00.000,43.3015164214869700,21470.46870693596800000,2021-03-03 22:10:13.537
312,312,7,71,PF,2022-08-16 11:26:00.000,2354.1515999999997000,2114.57999999999950000,2022-10-16 11:25:38.470
904,904,7,14,PF,2021-07-11 12:33:00.000,670.7679999999995000,545.39999999999950000,2021-08-01 23:24:31.572
496,496,7,100,PF,2022-04-05 10:34:00.000,430.6796999999998500,103.52999999999986000,2022-12-30 23:59:53.827
853,853,2,86,PF,2014-09-12 12:11:00.000,6738.1410277118810000,6068.80238084425800000,2015-12-17 16:57:51.647
737,737,6,22,PF,2019-10-05 13:34:00.000,145.2635273226165400,60.53255079865684000,2021-02-15 22:29:08.854
967,967,7,100,PF,2021-04-26 10:43:00.000,527.3625000000001000,228.95000000000005000,2021-06-13 01:24:14.363
56,56,7,7,PF,2020-10-03 11:35:00.000,55.1016000000000050,30.37000000000000500,2020-10-23 12:31:50.235
289,289,1,26,PF,2017-11-03 12:47:00.000,2.6249999999999907,17807.50000000000000000,2018-01-11 01:17:00.889
675,675,7,100,PF,2019-04-18 15:03:00.000,51.6099999999999850,36.33999999999999000,2021-07-12 01:36:20.765
60,60,7,33,PF,2018-06-03 12:04:00.000,810.5567999999998000,570.92999999999980000,2022-03-09 22:42:05.723
321,321,7,7,PF,2015-09-11 14:13:00.000,128.4552000000000200,83.39000000000000000,2018-12-11 08:29:05.313
342,342,7,33,PF,2015-08-22 12:37:00.000,44.6904000000000040,31.68000000000000300,2016-05-23 03:43:24.060
341,341,1,80,PF,2019-05-11 13:47:00.000,5.6628000000000200,34.58000000000002000,2020-10-02 00:02:43.716
786,786,7,14,PF,2017-10-22 15:15:00.000,16.4241000000000100,8.26000000000001000,2017-12-15 22:43:59.582
740,740,4,19,PF,2016-08-05 13:07:00.000,13398.0800000000020000,13072.63074817602700000,2020-09-04 03:55:00.552
896,896,6,88,PF,2017-12-16 14:10:00.000,24.5018441395777700,11.34494730148846000,2018-10-05 12:55:44.736
89,89,4,57,PF,2022-10-11 12:05:00.000,24693.8800000000000000,24880.18000000000000000,2022-12-30 19:05:03.793
91,91,7,14,PF,2020-01-08 14:43:00.000,0.6695000000000095,160560.65000000000000000,2020-02-01 12:16:30.840
638,638,3,73,PF,2020-06-26 14:57:00.000,18243.2610000000020000,17821.11000000000400000,2020-10-17 19:43:43.508
893,893,3,16,PF,2012-09-18 16:37:00.000,1938.7175000000000000,1651.13000000000000000,2012-10-06 08:54:23.456
541,541,1,62,PF,2016-03-21 15:25:00.000,115.7000000000000000,53.93000000000000000,2017-03-07 18:21:27.899
664,664,5,55,PF,2018-10-28 15:45:00.000,6275.1755000000000000,5842.42999999999900000,2019-03-03 18:07:12.125
106,106,6,44,PF,2017-09-19 10:57:00.000,1060.3199999999997000,1071.54999999999970000,2020-12-08 01:30:08.930
843,843,7,42,PF,2019-03-18 13:49:00.000,13.3724000000000170,39.45000000000002000,2020-01-19 16:31:05.729
698,698,7,42,PF,2016-09-13 16:03:00.000,944.3520000000001000,1142.84000000000010000,2017-04-08 20:49:47.997
707,707,7,33,PF,2016-08-05 13:35:00.000,258.7923000000000000,242.20000000000002000,2017-02-06 07:38:19.687
748,748,2,82,PF,2019-01-07 12:13:00.000,1854.3300000000000000,1825.36000000000000000,2019-01-17 18:22:34.750
811,811,9,65,PF,2020-06-18 16:28:00.000,22.6134000000000130,8.81000000000001300,2020-08-17 06:23:23.309
7,7,6,48,PF,2022-03-27 15:44:00.000,114.4835999999999800,9.50999999999999100,2022-10-11 23:39:39.185
615,615,4,1,PF,2018-09-09 12:47:00.000,415.4751861520699000,379.11396713793190000,2019-01-11 19:43:07.730
488,488,7,14,PF,2017-09-26 12:33:00.000,1303.7136000000000000,1271.72000000000030000,2019-09-13 16:26:32.855
876,876,7,7,PF,2021-07-07 10:32:00.000,4540.2518000000000000,4269.21000000000000000,2021-08-22 16:13:31.081
781,781,1,36,PF,2017-06-27 12:10:00.000,19.2471999999999960,1.17999999999999620,2022-02-25 18:10:22.450
329,329,3,98,PF,2015-06-04 12:32:00.000,3352.6422000000007000,3153.65000000000050000,2015-12-04 13:25:21.327
83,83,7,14,PF,2021-12-10 11:01:00.000,1420.3072000000000000,1401.50999999999980000,2022-08-30 00:46:42.621
450,450,7,7,PF,2020-07-02 10:03:00.000,888.5718184913546000,890.11342112510780000,2022-04-22 02:25:11.364
459,459,1,60,PF,2014-03-06 10:50:00.000,19513.8437217286400000,18198.28712311087700000,2015-02-05 06:08:02.182
268,268,4,19,PF,2018-02-19 13:05:00.000,25.6265000000000800,9.85000000000007400,2018-04-07 11:37:42.284
197,197,4,35,PF,2020-04-11 14:34:00.000,6.7401139190730530,0.94338011789411170,2020-05-02 05:17:28.370
884,884,7,71,PF,2018-05-14 14:24:00.000,58.9839999999999950,34.88999999999998600,2019-03-16 11:55:03.820
572,572,2,86,PF,2015-01-25 16:01:00.000,7982.2117000000010000,7255.56000000000000000,2017-08-30 16:48:49.510
942,942,4,19,PF,2014-04-06 16:39:00.000,204.6926000000000000,173.91000000000000000,2014-04-20 21:02:50.764
946,946,7,42,PF,2022-01-05 12:56:00.000,4.2723115150906490,195.79717001588490000,2022-05-15 04:10:41.729
